,REGION,MONTH,PATIENT COUNT,POSITIVE COUNT,PERCENT POSITIVE
122,Georgia,March,390891.0,9567.0,2.447485360369003
123,Georgia,April,317822.0,6759.0,2.1266620938764467
124,Georgia,May,326386.0,7215.0,2.210572757409938
125,Georgia,June,379644.0,6516.0,1.7163447861680943
126,Georgia,July,307049.0,4201.0,1.368185533905012
127,Georgia,August,410947.0,11600.0,2.8227484322795884
128,Georgia,September,329142.0,10542.0,3.2028729241482403
129,Georgia,October,336416.0,12332.0,3.6656996100066586
130,Georgia,November,432253.0,22607.0,5.230038889261613
131,Georgia,December,362448.0,33174.0,9.152761223678983
132,Hawaii,January,136770.0,4756.0,3.4773707684433717
133,Hawaii,February,139897.0,3958.0,2.82922435792047
134,Hawaii,March,171787.0,4265.0,2.4827257010134645
135,Hawaii,April,145062.0,3583.0,2.4699783540830818
136,Hawaii,May,141672.0,3120.0,2.2022700321870237
137,Hawaii,June,165802.0,3276.0,1.9758507135016465
138,Hawaii,July,131897.0,2621.0,1.987156644957808
139,Hawaii,August,176322.0,4422.0,2.507911661619083
140,Hawaii,September,140016.0,4274.0,3.052508284767455
141,Hawaii,October,143750.0,4794.0,3.3349565217391306
142,Hawaii,November,170409.0,6530.0,3.8319572323058058
143,Hawaii,December,134933.0,5932.0,4.3962559196045445
144,Idaho,January,36812.0,792.0,2.151472345974139
145,Idaho,February,36908.0,475.0,1.2869838517394603
146,Idaho,March,45015.0,515.0,1.1440630900810842
147,Idaho,April,25895.0,263.0,1.0156400849584861
148,Idaho,May,8625.0,76.0,0.8811594202898552
149,Idaho,June,0.0,0.0,
150,Idaho,July,40634.0,183.0,0.4503617660087611
151,Idaho,August,50551.0,262.0,0.5182884611580384
152,Idaho,September,41647.0,331.0,0.7947751338631834
153,Idaho,October,39428.0,339.0,0.8597950694937607
154,Idaho,November,51287.0,745.0,1.4526098231520659
155,Idaho,December,48228.0,2192.0,4.545077548312184
156,Illinois,January,278852.0,6030.0,2.1624374220016356
157,Illinois,February,288872.0,6332.0,2.191974300036002
158,Illinois,March,368871.0,8279.0,2.244416069574458
159,Illinois,April,286857.0,4361.0,1.5202696814092038
160,Illinois,May,234019.0,2792.0,1.1930655203209997
161,Illinois,June,348080.0,2806.0,0.8061365203401517
162,Illinois,July,277234.0,1662.0,0.5994935686099108
163,Illinois,August,363565.0,3516.0,0.9670897913715566
164,Illinois,September,297956.0,4195.0,1.407926002497013
165,Illinois,October,295855.0,4706.0,1.5906440655050615
166,Illinois,November,368551.0,9713.0,2.635456151251794
167,Illinois,December,298110.0,10673.0,3.5802220656804535
168,Indiana,January,199192.0,4162.0,2.089441343025824
169,Indiana,February,219434.0,3819.0,1.7403866310599085
170,Indiana,March,277080.0,4756.0,1.7164717771040856
171,Indiana,April,223657.0,2943.0,1.3158541874388014
172,Indiana,May,218335.0,2584.0,1.1835024160120915
173,Indiana,June,272120.0,2191.0,0.8051594884609732
174,Indiana,July,216640.0,1322.0,0.6102289512555392
175,Indiana,August,282094.0,2813.0,0.997185335384659
176,Indiana,September,233417.0,3281.0,1.4056388352176576
177,Indiana,October,278410.0,4893.0,1.75747997557559
178,Indiana,November,374646.0,9128.0,2.436433326393449
179,Indiana,December,284122.0,11123.0,3.914867556894573
180,Iowa,January,26332.0,1336.0,5.073674616436275
181,Iowa,February,27801.0,444.0,1.597064853782238
182,Iowa,March,33378.0,499.0,1.4949967044160823
183,Iowa,April,24644.0,267.0,1.083428014932641
184,Iowa,May,20231.0,179.0,0.8847807819682665
185,Iowa,June,19846.0,137.0,0.6903154288017737
186,Iowa,July,15305.0,94.0,0.6141783730806926
187,Iowa,August,26328.0,230.0,0.8735946520814343
188,Iowa,September,26824.0,196.0,0.7306889352818371
189,Iowa,October,28451.0,247.0,0.8681592914133072
190,Iowa,November,36429.0,809.0,2.2207581871585824
191,Iowa,December,29981.0,1964.0,6.550815516493779
192,Kansas,January,71570.0,1450.0,2.0259885426854827
193,Kansas,February,72673.0,1094.0,1.505373384888473
194,Kansas,March,87610.0,1091.0,1.2452916333751856
195,Kansas,April,69139.0,654.0,0.9459205368894545
196,Kansas,May,66398.0,516.0,0.7771318413205217
197,Kansas,June,76415.0,370.0,0.484198128639665
198,Kansas,July,60465.0,238.0,0.39361614156950303
199,Kansas,August,79833.0,428.0,0.5361191487229592
200,Kansas,September,70955.0,461.0,0.6497075611302938
201,Kansas,October,78733.0,742.0,0.9424256664930842
202,Kansas,November,95506.0,1482.0,1.55173496953071
203,Kansas,December,75469.0,2293.0,3.0383336204269304
204,Kentucky,January,140114.0,3597.0,2.5671952838403014
205,Kentucky,February,142444.0,3181.0,2.2331582937856282
206,Kentucky,March,181549.0,3532.0,1.9454802835598102
